5,0,-2,-4,-5,-1,1,0,0,0,0
8,2,3,-1,7,-2,0,-1,0,1,0
9,15,5,2,1,6,0,0,-1,0,1
-1,-1,797,98,799,396,0,-100,-100,0,0
5,1.42857142857143,0.142857142857143,-4.71428571428571,0,-2.42857142857143,1,-0.714285714285714,0,0.714285714285714,0
3,0.285714285714286,0.428571428571429,-0.142857142857143,1,-0.285714285714286,0,-0.142857142857143,0,0.142857142857143,0
9,14.7142857142857,4.57142857142857,2.14285714285714,0,6.28571428571429,0,0.142857142857143,-1,-0.142857142857143,1
-1,-1,454.571428571429,212.142857142857,0,624.285714285714,0,14.1428571428571,-100,-114.142857142857,0
5,7.11363636363636,1.90909090909091,-3.88636363636364,0,0,1,-0.659090909090909,-0.386363636363636,0.659090909090909,0.386363636363636
3,0.954545454545454,0.636363636363636,-0.0454545454545455,1,0,0,-0.136363636363636,-0.0454545454545454,0.136363636363636,0.0454545454545454
4,2.34090909090909,0.727272727272727,0.340909090909091,0,1,0,0.0227272727272727,-0.159090909090909,-0.0227272727272727,0.159090909090909
-1,-1,0.545454545454618,-0.681818181818159,0,0,0,-0.0454545454545485,-0.681818181818187,-99.9545454545455,-99.3181818181818
5,4.25,0,-3.75,-3,0,1,-0.25,-0.25,0.25,0.25
1,1.5,1,-0.0714285714285714,1.57142857142857,0,0,-0.214285714285714,-0.0714285714285714,0.214285714285714,0.0714285714285714
4,1.25,0,0.392857142857143,-1.14285714285714,1,0,0.178571428571429,-0.107142857142857,-0.178571428571429,0.107142857142857
-1,-1,0,-0.642857142857114,-0.857142857142971,0,0,0.0714285714285839,-0.642857142857143,-0.857142857142971,-99.3571428571429
5,6,0,-3.2,-4.6,1.4,1,0,-0.4,0,0.4
1,3,1,0.4,0.2,1.2,0,0,-0.2,0,0.2
6,7,0,2.2,-6.4,5.6,0,1,-0.6,-1,0.6
-1,-1,0,-0.799999999999999,-0.400000000000034,-0.40000000000007,0,0,-0.599999999999993,-0.785714285714387,-0.40000000000007
